region,cost,costbenratio,totalben,costperperson,ncyclebefore,ncycleafter,type,change,per,length,ndrivebefore,ndriveafter,carkmbefore,carkmafter,carkm,absenteeismbenefit,healthdeathavoided,healthbenefit,qualitybenefit,accidentsbenefit,co2saved,ghgbenefit,congestionbenefit,geometry
Hull,5331,53.09,283041,277,108,127,Cycle Street,19,17.8,355.406,1599,1586,6932596,6890601,-41995.9,71100,0.0177755230624474,151000,0,5940,931.035716479032,501,54500,"{""type"":""LineString"",""coordinates"":[[-0.35489,53.75371],[-0.35641,53.75065]]}"
Hull,104630,2.1,219591,3757,136,164,Cycle Lanes,28,20.5,519.219,776,762,1995843,1964621,-31222.7,46300,0.0151319655810798,128000,0,4410,708.416335983714,381,40500,"{""type"":""MultiLineString"",""coordinates"":[[[-0.32217,53.78937],[-0.32182,53.78905]],[[-0.3224,53.78959],[-0.32217,53.78937]],[[-0.32275,53.78993],[-0.3224,53.78959]],[[-0.32714,53.78998],[-0.32684,53.79001]],[[-0.32684,53.79001],[-0.32649,53.79008]],[[-0.32649,53.79008],[-0.32678,53.78994]],[[-0.32649,53.79008],[-0.32585,53.7903]],[[-0.32585,53.7903],[-0.32399,53.79096]],[[-0.32335,53.79049],[-0.32298,53.79014]],[[-0.3238,53.79078],[-0.32335,53.79049]],[[-0.32399,53.79096],[-0.3238,53.79078]],[[-0.32298,53.79014],[-0.32275,53.78993]]]}"
Hull,6096,17.75,108201,496,100,112,Cycle Street,12,12.3,406.556,837,830,2482611,2466443,-16168.2,23900,0.00715627861842081,60800,0,2290,393.168960351743,211,21000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.35646,53.74025],[-0.35602,53.74034]],[[-0.35688,53.74012],[-0.35725,53.74058]],[[-0.35688,53.74012],[-0.35646,53.74025]],[[-0.35725,53.74058],[-0.35732,53.74069]],[[-0.35732,53.74069],[-0.3575,53.74166]],[[-0.35762,53.74314],[-0.3575,53.74166]]]}"
Hull,131149,1.15,150518,9216,157,171,Cycle Lanes,14,9.1,285.107,865,855,2430939,2406735,-24204.2,33600,0.00965408040024079,81800,0,3420,553.638457223171,298,31400,"{""type"":""LineString"",""coordinates"":[[-0.35695,53.77899],[-0.35262,53.77902]]}"
Hull,101817,2.59,263225,5838,91,108,Segregated Cycle Track,17,19.2,234.087,1267,1254,4289713,4250420,-39293.3,65200,0.0166335446121707,141000,0,5560,863.810207931544,465,51000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.34889,53.79285],[-0.34873,53.79239]],[[-0.34882,53.793],[-0.34889,53.79285]],[[-0.34896,53.79318],[-0.34882,53.793]],[[-0.34921,53.79325],[-0.34896,53.79318]],[[-0.34933,53.79341],[-0.34921,53.79325]],[[-0.34963,53.79408],[-0.34933,53.79341]],[[-0.34965,53.79418],[-0.34964,53.79408]],[[-0.34958,53.79432],[-0.34965,53.79418]]]}"
Hull,5066,22.55,114229,513,75,85,Cycle Street,10,13.2,337.861,1136,1128,5147818,5128817,-19001.4,27000,0.00703068625519261,59600,0,2690,444.404224583947,239,24700,"{""type"":""MultiLineString"",""coordinates"":[[[-0.43698,53.83128],[-0.43698,53.8312]],[[-0.43697,53.83187],[-0.43698,53.83128]],[[-0.43697,53.83265],[-0.43697,53.83187]],[[-0.43671,53.83333],[-0.43697,53.83265]],[[-0.43655,53.83421],[-0.43671,53.83333]]]}"
Hull,100875,1.71,172122,6602,190,205,Cycle Lanes,15,8,238.182,1269,1260,4303967,4279097,-24869.9,41900,0.0111035298287038,94100,0,3520,562.34578902233,302,32300,"{""type"":""MultiLineString"",""coordinates"":[[[-0.36537,53.73862],[-0.36424,53.73689]],[[-0.36551,53.73866],[-0.36544,53.73874]],[[-0.36544,53.73874],[-0.36531,53.7387]],[[-0.36531,53.7387],[-0.36537,53.73863]]]}"
Hull,122366,1.05,128859,10180,132,144,Cycle Lanes,12,9.1,313.628,533,527,1652323,1637713,-14610.4,32700,0.00885251978656108,74900,0,2070,350.568571222664,189,19000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.25788,53.75579],[-0.25746,53.75575]],[[-0.26099,53.75607],[-0.25788,53.75579]],[[-0.26099,53.75607],[-0.26216,53.75616]]]}"
Hull,9507,30.6,290929,435,80,102,Cycle Street,22,27.3,634.019,561,546,1911502,1867522,-43980,71100,0.0183977139049789,156000,0,6220,947.419776990614,509,57100,"{""type"":""MultiLineString"",""coordinates"":[[[-0.38269,53.78975],[-0.38246,53.78897]],[[-0.38292,53.79047],[-0.38269,53.78975]],[[-0.38323,53.79108],[-0.38292,53.79047]],[[-0.38905,53.79118],[-0.38783,53.79121]],[[-0.38783,53.79121],[-0.38617,53.79128]],[[-0.38617,53.79128],[-0.38596,53.79129]],[[-0.38596,53.79129],[-0.38485,53.79132]],[[-0.38485,53.79132],[-0.38323,53.79108]]]}"
Hull,387622,1.15,447597,10225,400,438,Cycle Lanes,38,9.5,885.628,1891,1863,7344142,7274102,-70039.8,108000,0.0280637605253258,238000,0,9900,1482.69696044714,797,90900,"{""type"":""MultiLineString"",""coordinates"":[[[-0.27532,53.74829],[-0.27535,53.74861]],[[-0.27535,53.74861],[-0.27514,53.74832]],[[-0.27534,53.74956],[-0.27535,53.74861]],[[-0.27457,53.75135],[-0.27534,53.74956]],[[-0.27443,53.75281],[-0.27457,53.75135]],[[-0.27437,53.75345],[-0.27443,53.75281]],[[-0.27424,53.75433],[-0.27437,53.75345]],[[-0.27365,53.75582],[-0.27424,53.75433]]]}"
Hull,94430,1.36,128650,10354,61,70,Cycle Lanes,9,15,205.288,651,645,2090556,2072634,-17921.6,32900,0.00824538067149758,69700,0,2530,409.277765978763,220,23300,"{""type"":""MultiLineString"",""coordinates"":[[[-0.29839,53.78451],[-0.29877,53.78459]],[[-0.29877,53.78459],[-0.29999,53.78492]],[[-0.29999,53.78492],[-0.30133,53.78499]]]}"
Hull,3271,17.87,58458,601,78,83,Cycle Street,5,7,218.177,470,466,1408372,1399582,-8790.16,13900,0.00375831790820167,31800,0,1240,219.93715199955,118,11400,"{""type"":""MultiLineString"",""coordinates"":[[[-0.39126,53.7873],[-0.39128,53.7875]],[[-0.39128,53.7875],[-0.39153,53.78843]],[[-0.39153,53.78843],[-0.39168,53.78924]]]}"
Hull,3685,17.19,63355,383,90,100,Cycle Street,10,10.7,245.685,379,374,877341,867923,-9417.45,13000,0.00431762864027145,36700,0,1330,231.538072876045,125,12200,"{""type"":""LineString"",""coordinates"":[[-0.36807,53.75315],[-0.36442,53.75357]]}"
Hull,3745,24.12,90347,303,81,93,Cycle Street,12,15.2,249.911,386,379,892682,879413,-13269.5,18900,0.00614705046443134,52200,0,1880,310.329311107439,167,17200,"{""type"":""MultiLineString"",""coordinates"":[[[-0.31421,53.77776],[-0.31503,53.77819]],[[-0.31503,53.77819],[-0.3151,53.77823]],[[-0.31511,53.77823],[-0.31596,53.77867]],[[-0.31596,53.77867],[-0.31608,53.77874]],[[-0.31608,53.77874],[-0.31678,53.7791]],[[-0.31678,53.7791],[-0.31697,53.77919]],[[-0.31697,53.77919],[-0.31706,53.77924]]]}"
Hull,23932,1.82,43671,4424,112,117,Cycle Lanes,5,4.8,326.587,322,319,829368,823124,-6243.38,10100,0.0028844790608704,24500,0,883,164.076542968996,88,8100,"{""type"":""MultiLineString"",""coordinates"":[[[-0.28958,53.75631],[-0.28931,53.757]],[[-0.29155,53.7576],[-0.28931,53.757]],[[-0.29167,53.75792],[-0.29155,53.7576]],[[-0.29174,53.7581],[-0.29167,53.75792]],[[-0.29181,53.7583],[-0.29174,53.7581]]]}"
Hull,4554,14.58,66404,252,98,116,Cycle Street,18,18.5,303.741,429,421,832615,821189,-11426.8,8640,0.00480457770585439,41200,0,1620,266.86072778489,144,14800,"{""type"":""MultiLineString"",""coordinates"":[[[-0.35852,53.76703],[-0.36063,53.76709]],[[-0.36063,53.76709],[-0.36105,53.76711]],[[-0.36105,53.76711],[-0.36112,53.76715]],[[-0.36112,53.76715],[-0.36106,53.76768]],[[-0.36106,53.76768],[-0.36102,53.76832]]]}"
Hull,142874,1.98,283003,13340,52,63,Cycle Lanes,11,20.6,310.596,779,771,4583911,4530865,-53046.1,90100,0.0136131157159734,116000,0,7500,1121.99571461838,603,68800,"{""type"":""LineString"",""coordinates"":[[-0.25113,53.74582],[-0.25036,53.74858]]}"
Hull,3573,11.63,41569,570,86,92,Cycle Street,6,7.3,238.321,338,334,696262,689867,-6394.5,8380,0.00281576316621493,23900,0,904,158.242395349204,85,8300,"{""type"":""MultiLineString"",""coordinates"":[[[-0.30909,53.76192],[-0.30976,53.76232]],[[-0.30976,53.76232],[-0.31041,53.76271]],[[-0.31041,53.76271],[-0.31105,53.7631]],[[-0.31105,53.7631],[-0.31162,53.76345]]]}"
Hull,6945,8.8,61117,451,275,290,Cycle Street,15,5.6,463.333,791,782,1808207,1797683,-10523.3,11200,0.004056475062954,34600,0,1490,235.891432199426,127,13700,"{""type"":""MultiLineString"",""coordinates"":[[[-0.86606,53.70529],[-0.86595,53.70548]],[[-0.86595,53.70548],[-0.86582,53.70569]],[[-0.86582,53.70569],[-0.86573,53.7058]],[[-0.86573,53.7058],[-0.86553,53.70602]],[[-0.86553,53.70602],[-0.86514,53.70644]],[[-0.86514,53.70644],[-0.86489,53.70676]],[[-0.86489,53.70676],[-0.86487,53.70704]],[[-0.86487,53.70704],[-0.86438,53.70779]],[[-0.86438,53.70779],[-0.86306,53.70838]],[[-0.86291,53.70834],[-0.86306,53.70838]],[[-0.86306,53.70838],[-0.86342,53.70865]]]}"
Hull,6913,9.85,68108,334,288,309,Cycle Street,21,7.2,461.142,1021,1009,2821658,2809823,-11835,13300,0.00440894890004958,37600,0,1670,256.585468142471,138,15400,"{""type"":""MultiLineString"",""coordinates"":[[[-0.88051,53.70402],[-0.88135,53.70424]],[[-0.88135,53.70424],[-0.8822,53.70447]],[[-0.8822,53.70447],[-0.88231,53.7045]],[[-0.88231,53.7045],[-0.88308,53.70471]],[[-0.88308,53.70471],[-0.88325,53.70475]],[[-0.88325,53.70475],[-0.88377,53.70489]],[[-0.88308,53.70471],[-0.88247,53.70547]],[[-0.88247,53.70547],[-0.88161,53.70654]]]}"
Hull,3993,9.28,37036,428,77,86,Cycle Street,9,12.1,266.271,384,378,1141255,1134437,-6818.53,6640,0.00240189671488091,20500,0,964,153.291787813885,82,8850,"{""type"":""MultiLineString"",""coordinates"":[[[-0.41266,53.84272],[-0.41264,53.8414]],[[-0.41267,53.84379],[-0.41266,53.84272]]]}"
Huntingdon,223228,3.87,863240,2357,483,578,Cycle Lanes,95,19.6,1350.09,5468,5405,23662378,23510008,-152369,181000,0.0542674359417202,461000,0,21500,3238.43995022329,1740,198000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.19062,52.33003],[-0.18933,52.3301]],[[-0.18932,52.3301],[-0.1866,52.33051]],[[-0.1866,52.33051],[-0.18651,52.33053]],[[-0.18675,52.33084],[-0.18651,52.33053]],[[-0.18732,52.33144],[-0.18675,52.33084]],[[-0.18732,52.33144],[-0.1874,52.33141]],[[-0.18803,52.33271],[-0.18732,52.33144]],[[-0.18811,52.33271],[-0.18808,52.33274]],[[-0.18756,52.33154],[-0.18811,52.33271]],[[-0.18644,52.33351],[-0.18614,52.33353]],[[-0.18416,52.33328],[-0.18387,52.3339]],[[-0.18387,52.3339],[-0.18382,52.33404]],[[-0.18462,52.33314],[-0.18416,52.33328]],[[-0.18734,52.3333],[-0.18742,52.33337]],[[-0.18556,52.33343],[-0.18485,52.33321]],[[-0.18742,52.33337],[-0.18767,52.33356]],[[-0.18614,52.33353],[-0.18556,52.33343]],[[-0.1876,52.33315],[-0.18745,52.33314]],[[-0.18808,52.33274],[-0.1876,52.33315]],[[-0.18745,52.33314],[-0.18803,52.33271]],[[-0.18727,52.33325],[-0.18745,52.33314]],[[-0.18451,52.33305],[-0.18727,52.33325]]]}"
Huntingdon,195517,2.7,527850,3654,229,283,Cycle Lanes,54,23.4,1036.7,2623,2583,12353401,12263003,-90397.6,116000,0.0330556505123366,281000,0,12800,1948.19036587691,1050,117000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.17663,52.32492],[-0.17667,52.32554]],[[-0.17667,52.32554],[-0.17683,52.32671]],[[-0.1768,52.32673],[-0.17656,52.32653]],[[-0.17732,52.32696],[-0.17809,52.32744]],[[-0.17796,52.32749],[-0.17721,52.32702]],[[-0.17811,52.32758],[-0.17796,52.32749]],[[-0.17809,52.32744],[-0.17839,52.32768]],[[-0.17683,52.32671],[-0.17714,52.32692]],[[-0.17721,52.32702],[-0.1768,52.32673]],[[-0.17714,52.32692],[-0.17732,52.32696]],[[-0.17868,52.32783],[-0.17839,52.32768]],[[-0.18388,52.32791],[-0.18394,52.32799]],[[-0.18324,52.32782],[-0.18388,52.32791]],[[-0.17868,52.32783],[-0.17896,52.32778]],[[-0.18394,52.32799],[-0.18492,52.32865]],[[-0.1796,52.32771],[-0.18324,52.32782]],[[-0.17896,52.32778],[-0.1796,52.32771]]]}"
Huntingdon,108415,3.11,337068,3621,226,256,Cycle Lane on Path,30,13.2,758.144,2960,2940,12798067,12739474,-58593,76100,0.0207285787584147,176000,0,8280,1280.15086672035,688,76000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.17567,52.33032],[-0.1765,52.3309]],[[-0.1765,52.3309],[-0.17747,52.33108]],[[-0.17747,52.33108],[-0.17832,52.33128]],[[-0.17832,52.33128],[-0.17835,52.33129]],[[-0.17835,52.33129],[-0.17906,52.33149]],[[-0.18018,52.33191],[-0.17981,52.33178]],[[-0.18171,52.33228],[-0.18243,52.33249]],[[-0.18243,52.33249],[-0.18434,52.33301]],[[-0.18434,52.33301],[-0.18451,52.33305]],[[-0.17981,52.33178],[-0.17945,52.33166]],[[-0.17906,52.33149],[-0.18171,52.33228]]]}"
Huntingdon,266554,1.04,276286,9876,209,236,Cycle Lanes,27,12.9,582.774,1911,1892,8492916,8442618,-50298.4,55300,0.0174993915204225,148000,0,7110,1071.99633014342,576,65300,"{""type"":""MultiLineString"",""coordinates"":[[[-0.1886,52.33441],[-0.189,52.33482]],[[-0.189,52.33482],[-0.18919,52.33503]],[[-0.18919,52.33503],[-0.1893,52.33514]],[[-0.1893,52.33515],[-0.18946,52.3353]],[[-0.18946,52.3353],[-0.18976,52.33559]],[[-0.19008,52.33616],[-0.19001,52.33616]],[[-0.19051,52.33625],[-0.19074,52.33647]],[[-0.18976,52.33559],[-0.19021,52.336]],[[-0.19021,52.336],[-0.19008,52.33616]],[[-0.19021,52.336],[-0.19051,52.33625]],[[-0.19074,52.33647],[-0.19106,52.33683]],[[-0.19106,52.33683],[-0.19128,52.33708]],[[-0.19128,52.33708],[-0.19141,52.3372]],[[-0.19141,52.33721],[-0.19163,52.33745]],[[-0.19163,52.33745],[-0.19194,52.33779]],[[-0.19194,52.33779],[-0.19236,52.33825]],[[-0.19236,52.33825],[-0.19245,52.33836]],[[-0.19245,52.33836],[-0.19282,52.3387]]]}"
Huntingdon,153845,1,153078,11205,56,70,Cycle Lanes,14,24.5,334.451,890,880,4080166,4054828,-25338.5,35500,0.00952711975308916,80800,0,3580,553.57710997606,298,32900,"{""type"":""MultiLineString"",""coordinates"":[[[-0.03625,52.33038],[-0.03415,52.33027]],[[-0.03415,52.33027],[-0.03373,52.33035]],[[-0.03373,52.33035],[-0.03223,52.33044]],[[-0.03223,52.33044],[-0.03141,52.33048]]]}"
Ipswich,606441,1.2,730020,8623,707,777,Cycle Lanes,70,9.9,1318.37,8573,8526,32843818,32727204,-116614,169000,0.0461760546705299,392000,0,16500,2822.68781423125,1520,151000,"{""type"":""MultiLineString"",""coordinates"":[[[1.19157,52.05177],[1.19271,52.05174]],[[1.19152,52.05177],[1.19157,52.05177]],[[1.19047,52.0518],[1.19152,52.05177]],[[1.18956,52.05183],[1.19047,52.0518]],[[1.18939,52.05184],[1.18956,52.05183]],[[1.18865,52.05187],[1.18939,52.05184]],[[1.18733,52.05196],[1.18865,52.05187]],[[1.18638,52.05203],[1.18733,52.05196]],[[1.18621,52.05205],[1.18638,52.05203]],[[1.18494,52.05214],[1.18621,52.05205]],[[1.1841,52.05222],[1.18494,52.05214]],[[1.183,52.05235],[1.1841,52.05222]],[[1.18244,52.05245],[1.183,52.05235]],[[1.18244,52.05245],[1.1817,52.05253]],[[1.1817,52.05253],[1.18147,52.05255]],[[1.18147,52.05255],[1.18103,52.05257]],[[1.18103,52.05257],[1.18038,52.05259]],[[1.17898,52.05263],[1.17818,52.05267]],[[1.18038,52.05259],[1.17964,52.0526]],[[1.17964,52.0526],[1.17898,52.05263]],[[1.17818,52.05267],[1.17709,52.05276]],[[1.17709,52.05276],[1.17582,52.05298]],[[1.17582,52.05298],[1.17452,52.05333]],[[1.17452,52.05333],[1.17385,52.05353]]]}"
Ipswich,296044,1.79,528880,5193,584,641,Cycle Lanes,57,9.8,918.016,6732,6701,25798264,25715136,-83127.8,118000,0.0340637353703524,290000,0,11800,2004.514582455,1080,108000,"{""type"":""MultiLineString"",""coordinates"":[[[1.16566,52.05607],[1.16584,52.0561]],[[1.16671,52.05605],[1.16663,52.05621]],[[1.16584,52.0561],[1.16663,52.05621]],[[1.16584,52.0561],[1.1665,52.05639]],[[1.16663,52.05621],[1.1665,52.05639]],[[1.16602,52.05663],[1.16549,52.05658]],[[1.1665,52.05671],[1.16602,52.05663]],[[1.16337,52.05659],[1.1633,52.0566]],[[1.16395,52.05654],[1.16337,52.05659]],[[1.16422,52.05652],[1.16395,52.05654]],[[1.16549,52.05658],[1.16422,52.05652]],[[1.1665,52.05639],[1.1665,52.05671]],[[1.16346,52.05777],[1.1634,52.05712]],[[1.16315,52.05786],[1.16346,52.05777]],[[1.16219,52.05791],[1.16237,52.05789]],[[1.16175,52.05795],[1.16219,52.05791]],[[1.16089,52.05806],[1.16175,52.05795]],[[1.16048,52.05811],[1.16089,52.05806]],[[1.16439,52.05797],[1.16466,52.05804]],[[1.16384,52.05788],[1.16439,52.05797]],[[1.16259,52.05788],[1.16315,52.05786]],[[1.16238,52.05789],[1.16259,52.05788]],[[1.16315,52.05786],[1.16384,52.05788]],[[1.1634,52.05712],[1.1633,52.0566]],[[1.16719,52.05682],[1.1665,52.05671]]]}"
Ipswich,111535,4.19,467292,1666,385,452,Cycle Lane on Path,67,17.4,723.098,4437,4404,15602683,15524979,-77704.1,94300,0.0305135195942799,260000,0,11000,1844.68578084206,992,101000,"{""type"":""MultiLineString"",""coordinates"":[[[1.15672,52.05208],[1.15609,52.05206]],[[1.15609,52.05206],[1.15516,52.0521]],[[1.15744,52.05222],[1.15672,52.05208]],[[1.15369,52.0524],[1.15372,52.05223]],[[1.1579,52.05234],[1.15744,52.05222]],[[1.15869,52.05256],[1.1579,52.05234]],[[1.15372,52.05223],[1.15376,52.05197]],[[1.15515,52.0521],[1.1544,52.0522]],[[1.15385,52.05222],[1.15372,52.05223]],[[1.1544,52.0522],[1.15385,52.05222]],[[1.15869,52.05256],[1.15948,52.05269]],[[1.16106,52.05266],[1.16156,52.05259]],[[1.16088,52.05268],[1.16106,52.05266]],[[1.15948,52.05269],[1.16044,52.05271]],[[1.16044,52.05271],[1.16088,52.05268]],[[1.1623,52.05248],[1.16299,52.05233]],[[1.16156,52.05259],[1.1623,52.05248]],[[1.16234,52.05266],[1.1623,52.05248]]]}"
Ipswich,336046,1,337380,10073,309,342,Cycle Lanes,33,10.8,824.015,4227,4208,17436270,17383316,-52952.3,77500,0.0215509810910636,183000,0,7490,1283.7192812156,690,68700,"{""type"":""MultiLineString"",""coordinates"":[[[1.14812,52.05965],[1.14804,52.05963]],[[1.14804,52.05963],[1.14781,52.05969]],[[1.14781,52.05969],[1.14776,52.05977]],[[1.14818,52.05987],[1.14824,52.0598]],[[1.14792,52.05992],[1.14818,52.05987]],[[1.14787,52.0599],[1.14792,52.05992]],[[1.14725,52.06],[1.14722,52.06001]],[[1.14722,52.06001],[1.14597,52.06022]],[[1.14597,52.06022],[1.14582,52.06029]],[[1.14776,52.05977],[1.14725,52.06]],[[1.14725,52.06],[1.14787,52.0599]],[[1.14582,52.06029],[1.14493,52.06089]],[[1.14493,52.06089],[1.14401,52.06132]],[[1.14297,52.06182],[1.14258,52.06207]],[[1.14258,52.06207],[1.14192,52.06277]],[[1.14192,52.06277],[1.14118,52.06387]],[[1.14401,52.06133],[1.14349,52.06154]],[[1.14349,52.06154],[1.14286,52.0616]],[[1.14349,52.06154],[1.14297,52.06182]]]}"
