recommended,geometry
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.00815,51.53314],[-0.00862,51.53279]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.00808,51.53335],[-0.00787,51.53351]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.00861,51.53297],[-0.00808,51.53335]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02798,51.53589],[-0.02788,51.53566]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02788,51.53566],[-0.0276,51.53516]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0276,51.53516],[-0.02708,51.53449]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02708,51.53449],[-0.02678,51.53411]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02678,51.53411],[-0.02523,51.53265]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02523,51.53265],[-0.02497,51.53244]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.04806,51.4725],[0.05138,51.47175]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05138,51.47175],[0.0514,51.47175]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0514,51.47175],[0.05207,51.47162]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05207,51.47162],[0.05252,51.47155]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05252,51.47155],[0.05302,51.47145]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05302,51.47145],[0.05371,51.47132]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05371,51.47132],[0.05503,51.4711]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.01485,51.39836],[0.01507,51.39847]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.01507,51.39847],[0.01657,51.3987]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.01657,51.3987],[0.01724,51.39914]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[0.00233,51.45358],[0.00491,51.45312]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[0.00217,51.45362],[0.00233,51.45358]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.12398,51.47703],[0.1244,51.47647]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.1244,51.47647],[0.12531,51.47536]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.12531,51.47536],[0.1259,51.47467]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03552,51.5185],[-0.0354,51.51855]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03724,51.50668],[-0.03698,51.50665]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03698,51.50665],[-0.03669,51.50661]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03669,51.50661],[-0.0361,51.50648]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11893,51.52802],[-0.11881,51.52789]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11881,51.52789],[-0.11868,51.52772]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.21347,51.444],[0.21352,51.44418]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.10936,51.44971],[0.11093,51.44961]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11093,51.44961],[0.11294,51.4492]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11294,51.4492],[0.11316,51.44915]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11316,51.44915],[0.11373,51.449]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11373,51.449],[0.11755,51.44796]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11756,51.44796],[0.11821,51.44791]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.14506,51.50892],[-0.14536,51.50868]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.14582,51.5102],[-0.14538,51.51019]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.14538,51.51019],[-0.14552,51.50997]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[0.07515,51.46196],[0.07526,51.46186]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.03004,51.44343],[0.02965,51.44219]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02965,51.44219],[0.02961,51.44173]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02961,51.44173],[0.03262,51.44041]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.03262,51.44041],[0.03352,51.43974]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[0.03088,51.44534],[0.0307,51.4459]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.05779,51.46126],[0.06227,51.46167]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.13028,51.5269],[-0.13137,51.52651]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14453,51.54802],[-0.144,51.54833]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.144,51.54833],[-0.14382,51.54843]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14382,51.54843],[-0.14342,51.54869]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.20567,51.45561],[0.2053,51.45572]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.20567,51.45561],[0.20666,51.45516]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.20666,51.45516],[0.20684,51.45508]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.13603,51.42246],[-0.13633,51.42254]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.20684,51.45508],[0.2076,51.45462]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.21356,51.44996],[0.21372,51.44986]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.09057,51.37468],[-0.09057,51.37503]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09852,51.36378],[-0.09845,51.3636]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09845,51.3636],[-0.09834,51.36322]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.11974,51.51667],[-0.11987,51.51663]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0533,51.4292],[0.0548,51.42757]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.0905,51.52457],[-0.09056,51.52474]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09056,51.52474],[-0.09075,51.52525]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.01274,51.44967],[0.01282,51.44941]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.00635,51.44827],[0.00645,51.44799]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.00645,51.44799],[0.00685,51.44717]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.00685,51.44717],[0.00688,51.44711]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.00625,51.44855],[0.00635,51.44827]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02602,51.41051],[-0.02596,51.41049]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02596,51.41049],[-0.02569,51.41042]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07079,51.42624],[-0.07036,51.42626]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07036,51.42626],[-0.06951,51.42632]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03515,51.41383],[-0.03495,51.41383]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03495,51.41383],[-0.03465,51.41388]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03465,51.41388],[-0.03456,51.4139]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03539,51.41383],[-0.03515,51.41383]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.04356,51.56093],[-0.04366,51.5608]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.04367,51.56079],[-0.04431,51.56095]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.13633,51.42254],[-0.13661,51.42247]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.30557,51.50491],[-0.30564,51.50486]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.30564,51.50486],[-0.30571,51.50481]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.30571,51.50481],[-0.3063,51.50441]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.3063,51.50441],[-0.30649,51.50434]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.30649,51.50434],[-0.30676,51.50426]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.0427,51.5795],[-0.04255,51.57953]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.04255,51.57953],[-0.04208,51.57966]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.04208,51.57966],[-0.04191,51.57971]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10757,51.52625],[-0.10759,51.52615]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.04512,51.58671],[-0.04568,51.58667]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05202,51.5864],[-0.0522,51.58648]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0522,51.58648],[-0.05249,51.58662]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05249,51.58662],[-0.05267,51.5867]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.05679,51.58712],[-0.05681,51.58738]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.05681,51.58738],[-0.05673,51.58762]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.05673,51.58762],[-0.05665,51.58779]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.04068,51.47483],[-0.04048,51.47486]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.03986,51.475],[-0.03952,51.47509]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.03952,51.47509],[-0.03902,51.47522]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05998,51.48078],[-0.06076,51.48114]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06076,51.48114],[-0.06133,51.48154]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06133,51.48154],[-0.06156,51.48173]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06156,51.48173],[-0.06216,51.48213]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06216,51.48214],[-0.06224,51.48218]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05784,51.47344],[-0.05852,51.47351]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05852,51.47351],[-0.05905,51.47362]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05905,51.47362],[-0.05914,51.47364]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05914,51.47364],[-0.05956,51.47376]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05956,51.47376],[-0.06011,51.4739]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06011,51.4739],[-0.06122,51.47397]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06122,51.47397],[-0.0613,51.47398]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06838,51.46983],[-0.06859,51.47007]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06859,51.47007],[-0.0688,51.47031]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.0688,51.47031],[-0.06896,51.47053]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.0725,51.46809],[-0.07243,51.46744]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07419,51.46581],[-0.07594,51.46461]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07594,51.46461],[-0.07678,51.46363]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08219,51.463],[-0.08234,51.46316]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08234,51.46316],[-0.08295,51.46378]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08295,51.46378],[-0.08303,51.46387]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08303,51.46387],[-0.08389,51.46482]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08389,51.46482],[-0.08395,51.4649]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07517,51.45977],[-0.07528,51.46035]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07528,51.46035],[-0.07533,51.46063]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10658,51.47419],[-0.10467,51.4754]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06634,51.46601],[-0.06625,51.46614]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06625,51.46614],[-0.06613,51.46626]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.01479,51.39638],[0.01796,51.39204]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03505,51.40981],[0.03614,51.40999]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03614,51.40999],[0.03718,51.41013]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03718,51.41013],[0.03909,51.41051]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03909,51.41051],[0.03935,51.41065]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03935,51.41065],[0.03951,51.41076]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03951,51.41076],[0.04,51.41188]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.04,51.41188],[0.04068,51.4133]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.04068,51.4133],[0.04147,51.4139]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.04147,51.4139],[0.04346,51.41382]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.04346,51.41382],[0.04529,51.41381]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0175,51.38826],[0.01746,51.38998]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.01746,51.38998],[0.01734,51.39118]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.01734,51.39118],[0.01796,51.39204]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.01558,51.38826],[0.0175,51.38826]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.09336,51.55651],[-0.09246,51.55683]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.08276,51.55211],[-0.08271,51.55244]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14376,51.52239],[-0.14363,51.5221]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.14573,51.52207],[-0.14492,51.5222]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.14492,51.5222],[-0.1448,51.52222]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1448,51.52222],[-0.14441,51.52229]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14471,51.51977],[-0.14446,51.51921]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14446,51.51921],[-0.14407,51.51838]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14977,51.50301],[-0.14977,51.50274]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10523,51.52996],[-0.10508,51.52981]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10508,51.52981],[-0.10488,51.52951]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10488,51.52951],[-0.10473,51.52876]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10473,51.52876],[-0.10478,51.52847]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10478,51.52847],[-0.10479,51.52841]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10479,51.52841],[-0.10481,51.52814]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10481,51.52814],[-0.1048,51.52807]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1048,51.52807],[-0.10461,51.5274]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10461,51.5274],[-0.10418,51.52682]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10418,51.52682],[-0.10407,51.5267]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10407,51.5267],[-0.10405,51.52667]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10405,51.52667],[-0.10389,51.52628]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10389,51.52628],[-0.10404,51.52582]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07803,51.52673],[-0.07804,51.52646]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.07806,51.52718],[-0.07742,51.52723]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08881,51.52742],[-0.08842,51.52719]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08842,51.52719],[-0.08827,51.52702]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08827,51.52702],[-0.08803,51.52668]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08803,51.52668],[-0.08788,51.52635]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12033,51.51763],[-0.12046,51.51761]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.02229,51.44029],[-0.02096,51.4397]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.01574,51.42088],[0.0169,51.42037]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02576,51.39541],[0.02704,51.39467]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02743,51.41087],[-0.02602,51.41051]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.04283,51.40923],[-0.04248,51.40918]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.04248,51.40918],[-0.04161,51.40904]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.04161,51.40904],[-0.0414,51.40902]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.0414,51.40902],[-0.04042,51.40885]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05346,51.41569],[-0.05317,51.41547]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05317,51.41547],[-0.05181,51.41412]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05181,51.41412],[-0.05166,51.41387]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06052,51.41829],[-0.05932,51.41787]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05932,51.41787],[-0.05863,51.41764]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05863,51.41764],[-0.05854,51.41761]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05854,51.41761],[-0.05811,51.41745]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.14389,51.54664],[-0.14423,51.54664]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14398,51.54525],[-0.14402,51.54471]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14402,51.54471],[-0.14405,51.54449]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14405,51.54449],[-0.1441,51.54411]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.1441,51.54411],[-0.14414,51.54383]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14398,51.54525],[-0.14513,51.54529]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14513,51.54529],[-0.14534,51.5453]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14534,51.5453],[-0.14544,51.54531]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.14544,51.54531],[-0.14597,51.54536]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11816,51.55001],[-0.11829,51.5501]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12362,51.55335],[-0.12368,51.55351]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12368,51.55351],[-0.12348,51.55375]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12304,51.55426],[-0.12279,51.55455]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12279,51.55455],[-0.12263,51.55476]]}"
