name,region,width,geometry
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.44507,51.34179],[0.44471,51.34197]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.44471,51.34197],[0.44464,51.3422]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.44464,51.3422],[0.44491,51.34246]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46798,51.38068],[0.46786,51.38074]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46785,51.38074],[0.46775,51.38087]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46775,51.38087],[0.46803,51.3812]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46803,51.3812],[0.46851,51.38115]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46851,51.38115],[0.46828,51.38064]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46828,51.38064],[0.46798,51.38068]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46842,51.3844],[0.46887,51.38416]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46887,51.38416],[0.46845,51.38406]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46845,51.38406],[0.46827,51.38423]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46827,51.38423],[0.46842,51.3844]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46744,51.38373],[0.4675,51.38365]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.4675,51.38365],[0.46742,51.38337]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46742,51.38337],[0.46722,51.38327]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46722,51.38327],[0.46688,51.38326]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46688,51.38326],[0.46675,51.38383]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46675,51.38383],[0.46724,51.38385]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.46724,51.38385],[0.46744,51.38373]]}"
Lordswood Lane,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53661,51.33597],[0.53657,51.33605]]}"
Lordswood Lane,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53657,51.33605],[0.53692,51.33624]]}"
Lordswood Lane,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53692,51.33624],[0.53715,51.3361]]}"
Lordswood Lane,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53715,51.3361],[0.53712,51.33598]]}"
Lordswood Lane,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53712,51.33598],[0.53679,51.33589]]}"
Lordswood Lane,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53679,51.33589],[0.53661,51.33597]]}"
,Medway,0,"{""type"":""LineString"",""coordinates"":[[0.53659,51.2659],[0.53704,51.26554],[0.53659,51.2659]]}"
London Road,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.48313,51.29242],[0.48315,51.29261]]}"
London Road,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.48315,51.29261],[0.48342,51.29278]]}"
London Road,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.48342,51.29278],[0.48386,51.29275]]}"
London Road,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.48386,51.29275],[0.48409,51.29248]]}"
London Road,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.48409,51.29248],[0.48384,51.29223]]}"
London Road,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.48384,51.29223],[0.48345,51.2922]]}"
London Road,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.48345,51.29221],[0.4833,51.29226]]}"
London Road,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.4833,51.29226],[0.48313,51.29242]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53517,51.35286],[0.53518,51.35299]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53518,51.35299],[0.53527,51.35305]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53527,51.35305],[0.53542,51.35304]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53542,51.35304],[0.53537,51.3528]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53537,51.3528],[0.53519,51.35283]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53519,51.35283],[0.53517,51.35286]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53501,51.35238],[0.53506,51.35252]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53506,51.35252],[0.53523,51.35251]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53523,51.35251],[0.53532,51.35243]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53532,51.35243],[0.53528,51.35235]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53528,51.35235],[0.53522,51.3523]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53522,51.3523],[0.53507,51.35232]]}"
Princes Avenue,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53507,51.35232],[0.53501,51.35238]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.37372,51.25117],[0.37347,51.25108]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.37347,51.25108],[0.37335,51.25109]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.37335,51.25109],[0.37316,51.25121]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.37316,51.25121],[0.37318,51.25139]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.37318,51.25139],[0.37345,51.25149]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.37345,51.25149],[0.37355,51.25148]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.37355,51.25148],[0.37376,51.25136]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.37376,51.25136],[0.37372,51.25117]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.3947,51.27978],[0.3946,51.27988]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.3946,51.27988],[0.39461,51.28004]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.39461,51.28004],[0.39493,51.28015]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.39493,51.28015],[0.39523,51.27994]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.39523,51.27994],[0.39484,51.27974]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.39484,51.27974],[0.3947,51.27978]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.41717,51.30901],[0.41734,51.30902]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.41734,51.30902],[0.41787,51.30858]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.41787,51.30858],[0.41778,51.30846]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.41778,51.30846],[0.41737,51.30833]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.41737,51.30833],[0.41681,51.30855]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.41681,51.30855],[0.41678,51.30865]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.41678,51.30865],[0.41699,51.30895]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.41699,51.30895],[0.41717,51.30901]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.38086,51.25834],[0.38083,51.25826]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.38082,51.25826],[0.38057,51.2582]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.38057,51.2582],[0.38041,51.25835]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.38041,51.25835],[0.38067,51.25848]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.38067,51.25848],[0.38073,51.25847]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.38073,51.25847],[0.38086,51.25834]]}"
Esplanade,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.49749,51.38514],[0.49755,51.38526]]}"
Esplanade,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.49755,51.38526],[0.49763,51.38523]]}"
Esplanade,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.49763,51.38523],[0.4976,51.38515]]}"
Esplanade,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.4976,51.38515],[0.49749,51.38514]]}"
,Medway,0,"{""type"":""LineString"",""coordinates"":[[0.51535,51.40109],[0.51523,51.4011]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.52323,51.42017],[0.52332,51.42002]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.52332,51.42002],[0.52303,51.41985]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.52303,51.41985],[0.52286,51.41988]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.52286,51.41988],[0.52274,51.42005]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.52274,51.42005],[0.52315,51.4202]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.52315,51.4202],[0.52323,51.42017]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.33629,51.30168],[0.33552,51.30141]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.33552,51.30141],[0.335,51.30152]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.335,51.30152],[0.33492,51.30154]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.33492,51.30154],[0.3347,51.30159]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.3347,51.30159],[0.3337,51.30231]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.3337,51.30231],[0.33383,51.3025]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.33383,51.3025],[0.33471,51.30274]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.33471,51.30274],[0.33525,51.30261]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.33525,51.30261],[0.33637,51.30181]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.33637,51.30181],[0.33629,51.30168]]}"
Three Sisters Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.62768,51.3703],[0.62757,51.37041]]}"
Three Sisters Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.62757,51.37041],[0.62767,51.37049]]}"
Three Sisters Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.62767,51.37049],[0.62786,51.37045]]}"
Three Sisters Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.62786,51.37045],[0.62787,51.37037]]}"
Three Sisters Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.62787,51.37037],[0.62782,51.37032]]}"
Three Sisters Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.62782,51.37032],[0.62768,51.3703]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.76055,51.35215],[0.76061,51.3521]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.76061,51.3521],[0.76061,51.35193]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.76061,51.35193],[0.76045,51.35185]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.76045,51.35185],[0.76015,51.35191]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.76015,51.35191],[0.76009,51.35201]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.76009,51.35201],[0.76015,51.35212]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.76016,51.35212],[0.76028,51.35218]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.76028,51.35218],[0.76055,51.35215]]}"
Plains Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54138,51.25881],[0.5417,51.25894]]}"
Plains Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.5417,51.25894],[0.5419,51.25879]]}"
Plains Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.5419,51.25879],[0.54173,51.25863]]}"
Plains Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54173,51.25863],[0.54146,51.25867]]}"
Plains Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54146,51.25867],[0.54138,51.25881]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.55279,51.28244],[0.5527,51.28244]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.5527,51.28245],[0.55268,51.2826]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.55268,51.2826],[0.55282,51.28261]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.55282,51.28261],[0.55289,51.28256]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.55289,51.28256],[0.55279,51.28244]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.50975,51.4062],[0.50958,51.40619]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.50958,51.40619],[0.50952,51.4062]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.50952,51.4062],[0.50928,51.40645]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.50928,51.40645],[0.5093,51.40649]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.5093,51.40649],[0.50953,51.40662]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.50953,51.40662],[0.50959,51.40663]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.50959,51.40663],[0.50995,51.40652]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.50995,51.40652],[0.50999,51.4064]]}"
Sans Pareil Roundabout,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.50999,51.4064],[0.50975,51.4062]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.76993,51.40741],[0.76973,51.40747]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.76973,51.40747],[0.7697,51.40786]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.7697,51.40786],[0.76974,51.40788]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.76974,51.40788],[0.77032,51.40786]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.77032,51.40786],[0.77039,51.40754]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.77039,51.40754],[0.76993,51.40741]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.56832,51.4362],[0.56832,51.43592]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.56832,51.43592],[0.5681,51.43585]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.5681,51.43585],[0.56797,51.43586]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.56797,51.43586],[0.56776,51.43599]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.56776,51.43599],[0.5678,51.43619]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.5678,51.43619],[0.56801,51.43627]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.56801,51.43627],[0.56828,51.43622]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.56828,51.43622],[0.56832,51.4362]]}"
,Medway,0,"{""type"":""LineString"",""coordinates"":[[0.74912,51.41572],[0.74954,51.41569]]}"
,Medway,0,"{""type"":""LineString"",""coordinates"":[[0.74954,51.41569],[0.74912,51.41572]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.30227,51.28876],[0.3022,51.28892]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.3022,51.28892],[0.30248,51.289]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.30248,51.289],[0.3026,51.2888]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.3026,51.2888],[0.3025,51.28874]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.3025,51.28874],[0.30227,51.28876]]}"
Gerrard Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.51328,51.36569],[0.51336,51.36574]]}"
Gerrard Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.51336,51.36574],[0.51344,51.36568]]}"
Gerrard Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.51344,51.36568],[0.51335,51.36564]]}"
Gerrard Avenue,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.51335,51.36564],[0.51328,51.36569]]}"
Semple Gardens,Medway,9.6,"{""type"":""LineString"",""coordinates"":[[0.51653,51.3751],[0.51626,51.37489]]}"
Semple Gardens,Medway,9.6,"{""type"":""LineString"",""coordinates"":[[0.51626,51.37489],[0.51661,51.37481]]}"
Semple Gardens,Medway,9.6,"{""type"":""LineString"",""coordinates"":[[0.51661,51.37481],[0.51669,51.37503]]}"
Semple Gardens,Medway,9.6,"{""type"":""LineString"",""coordinates"":[[0.51669,51.37503],[0.51653,51.3751]]}"
Maritime Way,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53683,51.40112],[0.53679,51.40117]]}"
Maritime Way,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53679,51.40117],[0.53682,51.40132]]}"
Maritime Way,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53682,51.40132],[0.537,51.40138]]}"
Maritime Way,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.537,51.40138],[0.53721,51.40132]]}"
Maritime Way,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53721,51.40132],[0.53726,51.4012]]}"
Maritime Way,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53726,51.4012],[0.53707,51.40108]]}"
Maritime Way,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.53707,51.40108],[0.53683,51.40112]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54451,51.40496],[0.54433,51.40482]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54433,51.40482],[0.54414,51.40491]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54414,51.40491],[0.54427,51.40504]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54427,51.40504],[0.54451,51.40496]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39499,51.27058],[0.39501,51.27055]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54429,51.4076],[0.54442,51.40764]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54442,51.40764],[0.54453,51.40754]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54453,51.40754],[0.54439,51.40749]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54439,51.40749],[0.54428,51.40758]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54428,51.40758],[0.54429,51.4076]]}"
,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.53729,51.40664],[0.537,51.40671]]}"
,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.537,51.40671],[0.53713,51.40689]]}"
,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.53713,51.40689],[0.53735,51.40686]]}"
,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.53735,51.40686],[0.53729,51.40664]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54035,51.40788],[0.54017,51.40787]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54016,51.40787],[0.54012,51.40798]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54012,51.40798],[0.54029,51.40803]]}"
Island Way East,Medway,4.8,"{""type"":""LineString"",""coordinates"":[[0.54029,51.40803],[0.54035,51.40788]]}"
,Medway,0,"{""type"":""LineString"",""coordinates"":[[0.53653,51.4022],[0.53658,51.40235]]}"
,Medway,0,"{""type"":""LineString"",""coordinates"":[[0.53658,51.40235],[0.53716,51.40227]]}"
,Medway,0,"{""type"":""LineString"",""coordinates"":[[0.53716,51.40227],[0.53653,51.4022]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.5146,51.4014],[0.51451,51.40133]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.51451,51.40133],[0.5141,51.40128]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.5141,51.40128],[0.51385,51.40157]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.51385,51.40157],[0.5143,51.40176]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.5143,51.40176],[0.51462,51.40161]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.51462,51.40161],[0.5146,51.4014]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39501,51.27055],[0.39487,51.27042]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39487,51.27042],[0.39466,51.27054]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39466,51.27054],[0.3948,51.27064]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.3948,51.27064],[0.39499,51.27058]]}"
Gibson Drive,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39331,51.2744],[0.39336,51.27448]]}"
Gibson Drive,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39336,51.27448],[0.39364,51.27457]]}"
Gibson Drive,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39364,51.27457],[0.39392,51.27447]]}"
Gibson Drive,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39392,51.27447],[0.39394,51.27427]]}"
Gibson Drive,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39394,51.27427],[0.39357,51.27416]]}"
Gibson Drive,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39357,51.27416],[0.39331,51.27435]]}"
Gibson Drive,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.39331,51.27435],[0.39331,51.2744]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.39077,51.27515],[0.39061,51.27515]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.39061,51.27515],[0.39077,51.27533]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.39077,51.27533],[0.39084,51.2752]]}"
,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.39084,51.2752],[0.39077,51.27515]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40236,51.27717],[0.40208,51.27713]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40208,51.27713],[0.40167,51.27729]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40167,51.27729],[0.40163,51.27743]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40163,51.27743],[0.40182,51.27763]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40182,51.27763],[0.40204,51.27769]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40204,51.27769],[0.40246,51.27757]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40246,51.27757],[0.40255,51.27738]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40255,51.27738],[0.40236,51.27717]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.74443,51.38745],[0.74436,51.38754]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.74436,51.38754],[0.74447,51.38774]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.74448,51.38774],[0.74459,51.38777]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.74459,51.38777],[0.74484,51.38774]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.74484,51.38774],[0.74494,51.38751]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.74494,51.38751],[0.74453,51.38741]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.74453,51.38741],[0.74443,51.38745]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.77057,51.40906],[0.77054,51.40913]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.77054,51.40913],[0.77065,51.40933]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.77065,51.40933],[0.77101,51.40938]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.77101,51.40938],[0.77122,51.40927]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.77122,51.40927],[0.77126,51.40913]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.77126,51.40913],[0.77107,51.40896]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.77107,51.40896],[0.771,51.40894]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.771,51.40894],[0.77057,51.40906]]}"
Ashton Way,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.40229,51.28129],[0.40205,51.28134]]}"
Ashton Way,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.40205,51.28134],[0.40188,51.28165]]}"
Ashton Way,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.40188,51.28165],[0.40227,51.28185]]}"
Ashton Way,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.40227,51.28185],[0.40276,51.28154]]}"
Ashton Way,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.40276,51.28154],[0.40269,51.28142]]}"
Ashton Way,Medway,7.3,"{""type"":""LineString"",""coordinates"":[[0.40269,51.28142],[0.40229,51.28129]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40409,51.27291],[0.40432,51.2729]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40432,51.2729],[0.40439,51.27275]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.40439,51.27275],[0.4042,51.27268]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.4042,51.27268],[0.404,51.27278]]}"
,Medway,5.45,"{""type"":""LineString"",""coordinates"":[[0.404,51.27278],[0.40404,51.27288]]}"
