name,region,width,geometry
The Avenue,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.35331,54.56857],[-1.35342,54.56816]]}"
The Avenue,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.35342,54.56816],[-1.35355,54.56771]]}"
The Avenue,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.35355,54.56771],[-1.3536,54.56754]]}"
The Avenue,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.3536,54.56754],[-1.35364,54.5674]]}"
Albert Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.3536,54.56754],[-1.35127,54.56761]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34932,54.56141],[-1.34861,54.56145]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34861,54.56145],[-1.34843,54.56147]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34843,54.56147],[-1.34762,54.56157]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34762,54.56157],[-1.34675,54.5617]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34675,54.5617],[-1.34663,54.56172]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34663,54.56172],[-1.34565,54.56186]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34565,54.56186],[-1.34407,54.56205]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34407,54.56205],[-1.34277,54.56214]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34277,54.56214],[-1.34205,54.56217]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34205,54.56217],[-1.3418,54.56217]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.3418,54.56217],[-1.34144,54.56215]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.34144,54.56215],[-1.3406,54.56208]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.3406,54.56208],[-1.33904,54.562]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.33904,54.562],[-1.33776,54.56174]]}"
Oxbridge Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.33776,54.56174],[-1.33764,54.56172]]}"
Coatham Lane,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.39163,54.54795],[-1.3863,54.54398]]}"
Coatham Lane,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.3863,54.54398],[-1.38272,54.54084]]}"
Darlington Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.36647,54.55209],[-1.36745,54.55199]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.30156,54.39133],[-1.30353,54.38969],[-1.30275,54.38875]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.30275,54.38875],[-1.30327,54.38611]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.30327,54.38611],[-1.30466,54.38436],[-1.30361,54.38309]]}"
Bow Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05104,54.53582],[-1.05099,54.53573]]}"
Bow Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05099,54.53573],[-1.05069,54.53528]]}"
Bow Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05069,54.53528],[-1.0505,54.53505]]}"
Bow Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.0505,54.53505],[-1.04994,54.53437]]}"
Westgate,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.06051,54.53357],[-1.05996,54.5337]]}"
Westgate,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05996,54.5337],[-1.05904,54.53391]]}"
Westgate,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05904,54.53391],[-1.05811,54.53413]]}"
Westgate,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05811,54.53413],[-1.05634,54.53452]]}"
Westgate,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05634,54.53452],[-1.05589,54.53463]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.09956,54.53343],[-1.09073,54.53511],[-1.07966,54.5348]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.07966,54.5348],[-1.07752,54.53525]]}"
West End,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.07675,54.53497],[-1.07526,54.53445]]}"
West End,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.07526,54.53445],[-1.07386,54.53414]]}"
Hartington Road,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.2435,54.57565],[-1.24472,54.5768]]}"
Church Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05104,54.53582],[-1.0496,54.53651]]}"
Church Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.0496,54.53651],[-1.04938,54.53667]]}"
Church Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.04938,54.53667],[-1.04932,54.53682]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.04835,54.54019],[-1.04865,54.54053]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.2342,54.56813],[-1.23696,54.5683]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.23696,54.5683],[-1.23847,54.56841]]}"
Ormesby Bank,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.17499,54.54279],[-1.17494,54.54273]]}"
Ormesby Bank,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.17494,54.54273],[-1.17473,54.54249]]}"
Ormesby Bank,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.17473,54.54249],[-1.17396,54.54175]]}"
Ormesby Bank,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.17396,54.54175],[-1.17341,54.5413]]}"
Longlands Road,MiddlesbroughandStockton,14.55,"{""type"":""LineString"",""coordinates"":[[-1.19864,54.56887],[-1.20816,54.56713]]}"
Hartington Interchange,MiddlesbroughandStockton,9.1,"{""type"":""LineString"",""coordinates"":[[-1.24459,54.57772],[-1.24449,54.57749]]}"
Hartington Interchange,MiddlesbroughandStockton,9.1,"{""type"":""LineString"",""coordinates"":[[-1.24449,54.57749],[-1.24465,54.57725]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.21835,54.57266],[-1.22067,54.57286],[-1.22245,54.57404]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.25625,54.57229],[-1.2549,54.57443]]}"
Bypass Road,MiddlesbroughandStockton,12.9,"{""type"":""LineString"",""coordinates"":[[-1.29694,54.59245],[-1.29665,54.5928]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.27479,54.56186],[-1.26075,54.56397]]}"
,MiddlesbroughandStockton,10.95,"{""type"":""LineString"",""coordinates"":[[-1.2564,54.56989],[-1.25713,54.56695]]}"
Russell Street,MiddlesbroughandStockton,6.6,"{""type"":""LineString"",""coordinates"":[[-1.22736,54.57465],[-1.22689,54.57466]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.23091,54.57724],[-1.2311,54.57713]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.23093,54.57695],[-1.2311,54.57713]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.2311,54.57713],[-1.23089,54.577]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.23089,54.577],[-1.23067,54.57689]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.23089,54.577],[-1.23093,54.57695]]}"
Wilson Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.23006,54.57597],[-1.23002,54.57604]]}"
,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.01453,54.58238],[-1.01399,54.58212]]}"
Marsh House Avenue,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.28644,54.62775],[-1.28639,54.62764]]}"
Heswall Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.27619,54.60936],[-1.2762,54.60892]]}"
Roseberry Road,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.29972,54.60815],[-1.2988,54.60802]]}"
Roseberry Road,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.2988,54.60802],[-1.29798,54.60792]]}"
Roseberry Road,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.29798,54.60792],[-1.2976,54.60787]]}"
Roseberry Road,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.2976,54.60787],[-1.29626,54.60776]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.30537,54.5972],[-1.30529,54.59747]]}"
,MiddlesbroughandStockton,3.65,"{""type"":""LineString"",""coordinates"":[[-1.30719,54.60021],[-1.30553,54.59901]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.3021,54.59215],[-1.30294,54.59455],[-1.30479,54.59655]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.30301,54.59695],[-1.30302,54.5964]]}"
Bypass Road,MiddlesbroughandStockton,12.9,"{""type"":""LineString"",""coordinates"":[[-1.29665,54.5928],[-1.29664,54.59282]]}"
Bypass Road,MiddlesbroughandStockton,12.9,"{""type"":""LineString"",""coordinates"":[[-1.29664,54.59282],[-1.29668,54.5946]]}"
Bypass Road,MiddlesbroughandStockton,12.9,"{""type"":""LineString"",""coordinates"":[[-1.29668,54.5946],[-1.29688,54.59697]]}"
Bypass Road,MiddlesbroughandStockton,12.9,"{""type"":""LineString"",""coordinates"":[[-1.29688,54.59697],[-1.29726,54.59793]]}"
Bypass Road,MiddlesbroughandStockton,12.9,"{""type"":""LineString"",""coordinates"":[[-1.2972,54.59838],[-1.29708,54.59788]]}"
Bypass Road,MiddlesbroughandStockton,12.9,"{""type"":""LineString"",""coordinates"":[[-1.29708,54.59788],[-1.29672,54.59698]]}"
,MiddlesbroughandStockton,3.65,"{""type"":""LineString"",""coordinates"":[[-1.30081,54.58712],[-1.30137,54.58811]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05917,54.60582],[-1.05785,54.60584]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05785,54.60584],[-1.05657,54.60586]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05657,54.60586],[-1.05527,54.60588]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05527,54.60588],[-1.05397,54.60591]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05397,54.60591],[-1.05291,54.60594]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05291,54.60594],[-1.05247,54.60598]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05247,54.60598],[-1.05192,54.60605]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05192,54.60605],[-1.0513,54.60614]]}"
Warwick Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.0513,54.60614],[-1.05074,54.60621]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.0513,54.60614],[-1.05101,54.60598]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05101,54.60598],[-1.05097,54.60576]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05097,54.60576],[-1.05107,54.60552]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05107,54.60552],[-1.05127,54.60515]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05127,54.60515],[-1.05143,54.60477]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05143,54.60477],[-1.05144,54.60458]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05141,54.60422],[-1.05138,54.60369]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05138,54.60369],[-1.05134,54.60346]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05134,54.60346],[-1.05032,54.60306]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05032,54.60306],[-1.0494,54.60302]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.0494,54.60302],[-1.04849,54.60297]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04849,54.60297],[-1.0476,54.60309],[-1.04773,54.60369]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04773,54.60369],[-1.04915,54.6046]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04915,54.6046],[-1.04925,54.60508]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04925,54.60508],[-1.04941,54.60603],[-1.05061,54.60622]]}"
Castle Road,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.05061,54.60622],[-1.05074,54.60621]]}"
Blakeston Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.37301,54.60845],[-1.37096,54.6084]]}"
Durham Road,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.36489,54.59879],[-1.36599,54.59945]]}"
Durham Road,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.36599,54.59945],[-1.37516,54.60242]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.36489,54.59879],[-1.36765,54.59845],[-1.37177,54.59614]]}"
Sandy Lane West,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.32538,54.62107],[-1.31968,54.61783]]}"
Sandy Lane West,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.31968,54.61783],[-1.31848,54.6176]]}"
Warkworth Road,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.30038,54.61633],[-1.30007,54.61606]]}"
Rievaulx Avenue,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.29022,54.61425],[-1.2912,54.61421]]}"
Rievaulx Avenue,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.2912,54.61421],[-1.29234,54.61411]]}"
Rievaulx Avenue,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.29234,54.61411],[-1.2935,54.61395]]}"
Rievaulx Avenue,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.2998,54.61266],[-1.30001,54.61266]]}"
Wolviston Road,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.30091,54.61643],[-1.30112,54.61701]]}"
Wolviston Road,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.30112,54.61701],[-1.30158,54.61868]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.1814,54.46968],[-1.18127,54.46935]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.17218,54.46523],[-1.16934,54.4644]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.16933,54.4644],[-1.16926,54.46437]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.12,54.47049],[-1.12782,54.47048]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.12782,54.47048],[-1.12876,54.4704]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.12877,54.4704],[-1.14029,54.47104]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.14029,54.47104],[-1.14503,54.47063]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.14503,54.47063],[-1.1491,54.47066]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.1491,54.47066],[-1.15304,54.47073]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.15304,54.47073],[-1.16003,54.47037]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.16003,54.47037],[-1.1627,54.47143],[-1.16723,54.4715]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.35276,54.59155],[-1.35264,54.59162]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.35264,54.59162],[-1.35228,54.59186]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.35228,54.59186],[-1.35205,54.59204]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.35084,54.59271],[-1.35176,54.59331]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.35176,54.59331],[-1.35253,54.5929]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.35253,54.5929],[-1.35346,54.5924],[-1.35175,54.5924]]}"
,MiddlesbroughandStockton,7.3,"{""type"":""LineString"",""coordinates"":[[-1.35175,54.5924],[-1.35159,54.59231]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.35205,54.59204],[-1.35198,54.59183]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.35198,54.59183],[-1.35127,54.59161]]}"
Russell Street,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.31714,54.56416],[-1.31716,54.5646]]}"
Russell Street,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.31716,54.5646],[-1.31717,54.5648]]}"
Bridge Road,MiddlesbroughandStockton,21.2,"{""type"":""LineString"",""coordinates"":[[-1.30604,54.55836],[-1.3056,54.55837]]}"
George Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.30008,54.55671],[-1.30175,54.55656]]}"
George Street,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.30175,54.55656],[-1.30231,54.5565]]}"
Mandale Road,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.29977,54.55685],[-1.29872,54.55684]]}"
Mandale Road,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.29872,54.55684],[-1.2985,54.55683]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.16938,54.48892],[-1.17544,54.48714]]}"
,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.16151,54.50056],[-1.16101,54.5006]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.36489,54.59879],[-1.36415,54.59842]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.36415,54.59842],[-1.36366,54.60166]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.07879,54.50844],[-1.08198,54.50862]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.08198,54.50862],[-1.08312,54.50849]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.08313,54.50849],[-1.08642,54.5075]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.08642,54.5075],[-1.08684,54.50755]]}"
,MiddlesbroughandStockton,3,"{""type"":""LineString"",""coordinates"":[[-1.08684,54.50755],[-1.08706,54.5076]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05868,54.59237],[-1.0699,54.5914],[-1.07527,54.58835]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.08791,54.58343],[-1.082,54.5844],[-1.0776,54.58672]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.12218,54.56623],[-1.12117,54.56624]]}"
,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.08827,54.58264],[-1.08914,54.58224]]}"
Marske By-pass,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.01626,54.58167],[-1.02375,54.58265],[-1.03262,54.58537]]}"
,MiddlesbroughandStockton,9.1,"{""type"":""LineString"",""coordinates"":[[-1.08827,54.58264],[-1.08915,54.58295]]}"
,MiddlesbroughandStockton,9.1,"{""type"":""LineString"",""coordinates"":[[-1.08915,54.58295],[-1.08899,54.58338]]}"
,MiddlesbroughandStockton,9.1,"{""type"":""LineString"",""coordinates"":[[-1.08899,54.58338],[-1.08873,54.58349]]}"
,MiddlesbroughandStockton,9.1,"{""type"":""LineString"",""coordinates"":[[-1.08873,54.58349],[-1.08854,54.58353]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05797,54.59286],[-1.05551,54.59237]]}"
,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05551,54.59237],[-1.05784,54.59245]]}"
,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.05873,54.59282],[-1.05894,54.59337]]}"
Longbeck Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.04009,54.58118],[-1.04177,54.58087]]}"
Whiteoaks Close,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04931,54.59385],[-1.04943,54.59389]]}"
Deepdene Grove,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04829,54.59455],[-1.04815,54.59462]]}"
Elder Grove,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04573,54.59472],[-1.0457,54.59481]]}"
Thornbury Close,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04597,54.59406],[-1.04592,54.59419]]}"
Dalton Court,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04685,54.59319],[-1.04701,54.5932]]}"
Dalton Court,MiddlesbroughandStockton,9.6,"{""type"":""LineString"",""coordinates"":[[-1.04631,54.59316],[-1.04632,54.59298]]}"
Elwick Close,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.04661,54.59211],[-1.04682,54.59211]]}"
Acorn Court,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.04761,54.59217],[-1.04752,54.59228]]}"
Redcar Road,MiddlesbroughandStockton,14.9,"{""type"":""LineString"",""coordinates"":[[-1.05235,54.59437],[-1.05424,54.59434]]}"
Redcar Road,MiddlesbroughandStockton,14.9,"{""type"":""LineString"",""coordinates"":[[-1.05424,54.59434],[-1.05472,54.5943]]}"
Redcar Road,MiddlesbroughandStockton,14.9,"{""type"":""LineString"",""coordinates"":[[-1.05472,54.5943],[-1.05575,54.59419]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05896,54.60027],[-1.059,54.59941]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.059,54.59941],[-1.05906,54.59784]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05906,54.59784],[-1.05907,54.59737]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05907,54.59737],[-1.05907,54.59539]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05907,54.59539],[-1.05908,54.59526]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05908,54.59526],[-1.0591,54.59416]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.0591,54.59416],[-1.05908,54.59372]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05891,54.60111],[-1.05891,54.60172]]}"
Redcar Lane,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.05891,54.60172],[-1.05893,54.60211]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.12081,54.50743],[-1.12062,54.50771]]}"
,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-0.96922,54.58569],[-0.96954,54.58604]]}"
,MiddlesbroughandStockton,7.25,"{""type"":""LineString"",""coordinates"":[[-1.23229,54.527],[-1.23124,54.52606]]}"
Newham Way,MiddlesbroughandStockton,10.9,"{""type"":""LineString"",""coordinates"":[[-1.23237,54.52713],[-1.23212,54.52722]]}"
Cropton Way,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.21455,54.52611],[-1.21465,54.52586]]}"
Cropton Way,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.21465,54.52586],[-1.2148,54.52574]]}"
Cropton Way,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.2148,54.52574],[-1.21472,54.52566]]}"
Cropton Way,MiddlesbroughandStockton,0,"{""type"":""LineString"",""coordinates"":[[-1.21472,54.52566],[-1.21462,54.52513]]}"
